iata,timezone,gmt_offset,offset_hours,name,city_code,country_id,latitude,longitude,elevation,icao
IFU,Indian/Maldives,GMT +5:00,5,Ifuru Airport,IFU,MV,5.70877,73.0249,32,VREI
JOH,Africa/Johannesburg,GMT +2:00,2,Port Saint Johns,JOH,ZA,-31.616667,29.533333,1227,FAPJ
IGA,America/Nassau,GMT -5:00,-5,Inagua Airport,IGA,BS,20.97447,-73.6609610505863,19,MYIG
IGB,America/Argentina/Salta,GMT -3:00,-3,Ingeniero Jacobacci,IGB,AR,-41.3185896,-69.5749678567449,2919,SAVJ
IGD,Europe/Istanbul,GMT +3:00,3,Igdir,IGD,TR,39.97341175,43.8839782336952,3061,LTCT
IGG,America/Anchorage,GMT -9:00,-9,Igiugig Airport,IGG,US,59.3251656,-155.8999872,68,PAIG
JOR,America/Los_Angeles,GMT -8:00,-8,The City Heliport,JOR,US,33.783333,-117.85,0,
IGH,Australia/Brisbane,GMT +10:00,10,Ingham,IGH,AU,-18.716667,146.16667,65,YIGM
JOT,America/Chicago,GMT -6:00,-6,Municipal,JOT,US,41.533333,-88.083336,582,KJOT
IGL,Europe/Istanbul,GMT +3:00,3,Cigli AB,IZM,TR,38.31889,27.159445,383,LTBL
JPD,America/Los_Angeles,GMT -8:00,-8,Heliport,JPD,US,34.15,-118.15,0,
JPN,America/New_York,GMT -5:00,-5,Pentagon Army,WAS,US,38.766666,-77.066666,0,
JPR,America/Porto_Velho,GMT -4:00,-4,Ji-Parana Airport,JPR,BR,-10.870556,-61.84667,598,SBJI
JPT,America/Chicago,GMT -6:00,-6,Park Ten Heliport,HOU,US,29.786388,-95.81167,0,
JQE,America/Panama,GMT -5:00,-5,Jaque Airport,JQE,PA,7.5,-78.166664,29,MPJE
JRC,America/Chicago,GMT -6:00,-6,Municipalcipal Heliport,RST,US,44.016666,-92.46667,0,
IGM,America/Phoenix,GMT -7:00,-7,Kingman,IGM,US,35.2601902,-113.937663400656,3385,KIGM
IGN,Asia/Manila,GMT +8:00,8,Maria Cristina,IGN,PH,8.1308938,124.215196795804,1256,RPMI
IGO,America/Bogota,GMT -5:00,-5,Chigorodo,IGO,CO,7.68002405,-76.6840857931409,32,SKIG
IGS,Europe/Berlin,GMT +1:00,1,Ingolstadt-manching,IGS,DE,48.71364125,11.5358687675717,1190,ETSI
JRK,America/Godthab,GMT -2:00,-2,Arsuk,JRK,GL,61.166668,-48.416668,0,
JOE,Europe/Helsinki,GMT +2:00,2,Joensuu Airport,JOE,FI,62.65966395,29.6215417929647,398,EFJO
JOG,Asia/Jakarta,GMT +7:00,7,Adisutjipto International Airport,JOG,ID,-7.79330615,110.42680947529,379,WAHH
JRT,America/Manaus,GMT -4:00,-4,Juruti Airport,JRT,BR,-2.1866669655,-56.0902786255,0,
JSA,Asia/Kolkata,GMT +5:00,5,Jaisalmer,JSA,IN,26.916668,70.9,751,VIJR
JSD,America/New_York,GMT -5:00,-5,Sikorsky Heliport,JSD,US,41.2,-73.13333,0,
JSG,America/Los_Angeles,GMT -8:00,-8,San Rafael Heliport,SRF,US,37.966667,-122.53333,0,
JOK,Europe/Moscow,GMT +3:00,3,Yoshkar-Ola Airport,JOK,RU,56.7061048,47.8973702593122,348,UWKJ
JOL,Asia/Manila,GMT +8:00,8,Jolo,JOL,PH,6.053464,121.012706156739,118,RPMJ
JOM,Africa/Dar_es_Salaam,GMT +3:00,3,Njombe,JOM,TZ,-9.3588371,34.7779691074621,6400,HTNJ
JOS,Africa/Lagos,GMT +1:00,1,Jos Airport,JOS,NG,9.8684076,8.88721124329111,4232,DNJO
JPA,America/Fortaleza,GMT -3:00,-3,Presidente Castro Pinto International Airport,JPA,BR,-7.1489307,-34.950305834402,217,SBJP
JRG,Asia/Kolkata,GMT +5:00,5,Jharsuguda Airport,JRG,IN,21.91594295,84.0505048256608,751,VEJH
JRH,Asia/Kolkata,GMT +5:00,5,Rowriah Airport,JRH,IN,26.72934295,94.1720966824326,311,VEJT
JRO,Africa/Dar_es_Salaam,GMT +3:00,3,Kilimanjaro International Airport,JRO,TZ,-3.4280794,37.0762888915749,2932,HTKJ
JRS,Asia/Jerusalem,GMT +2:00,2,Atarot,JRS,IL,31.8651161,35.2192424,2485,LLJR
IGT,Europe/Moscow,GMT +3:00,3,Magas Airport,IGT,RU,43.31963055,45.021221592408,1141,URMS
IGU,America/Sao_Paulo,GMT -3:00,-3,Cataratas International Airport,IGU,BR,-25.5930616,-54.49060873125,757,SBFI
IHC,Africa/Maputo,GMT +2:00,2,Inhaca,IHC,MZ,-25.99802725,32.929576339643,59,FQIA
IHN,Asia/Aden,GMT +3:00,3,Qishn,IHN,YE,15.05,50.05,1302,OYQN
IHO,Indian/Antananarivo,GMT +3:00,3,Ihosy,IHO,MG,-22.416668,46.11667,2322,FMSI
JSL,America/New_York,GMT -5:00,-5,Steel Pier Heliport,AIY,US,39.333332,-74.45,0,
IHR,Asia/Tehran,GMT +3:00,3,Iran Shahr,IHR,IR,27.228365,60.71806,1942,OIZI
JSP,Asia/Seoul,GMT +9:00,9,Seogwipo Heliport,CJU,KR,33.483334,126.566666,0,
JSM,America/Argentina/Catamarca,GMT -3:00,-3,Jose De San Martin,JSM,AR,-44.04784775,-70.4450193948073,2407,SAWS
JTY,Europe/Athens,GMT +2:00,2,Astypalaia Airport,JTY,GR,36.5771451,26.3800026,165,LGPL
JSU,America/Godthab,GMT -2:00,-2,Heliport,JSU,GL,65.416664,-52.9,91,BGMQ
JSY,Europe/Athens,GMT +2:00,2,Syros Island Airport,JSY,GR,37.42361,24.95,236,LGSO
JUR,Australia/Perth,GMT +8:00,8,Jurien Bay,JUR,AU,-30.3031808,115.0543855,15,YJNB
JTI,America/Sao_Paulo,GMT -3:00,-3,Jatai,JTI,BR,-17.829445,-51.774723,2529,SWJW
JTO,America/Los_Angeles,GMT -8:00,-8,Heliport,JTO,US,34.166668,-118.833336,0,
JTR,Europe/Athens,GMT +2:00,2,Santorini International Airport,JTR,GR,36.4,25.483334,127,LGSR
IIL,Asia/Tehran,GMT +3:00,3,Ilaam Airport,IIL,IR,33.58637,46.399235,4343,OICI
JWA,Africa/Gaborone,GMT +2:00,2,Jwaneng,JWA,BW,-24.6009592,24.6921855161311,3900,FBJW
JUC,America/Los_Angeles,GMT -8:00,-8,Universal City Heliport,LAX,US,34.083332,-118.26667,0,
JUH,Asia/Shanghai,GMT +8:00,8,Chizhou Jiuhuashan Airport,JUH,CN,19.222221,72.84722,60,ZSJH
IJU,America/Sao_Paulo,GMT -3:00,-3,J. Batista Bos Filho Airport,IJU,BR,-28.416668,-53.916668,1227,SSIJ
JUJ,America/Argentina/Jujuy,GMT -3:00,-3,El Cadillal Airport,JUJ,AR,-24.4,-65.083336,3019,SASJ
IJX,America/Chicago,GMT -6:00,-6,Municipal,IJX,US,39.774166,-90.23722,606,
IKA,Asia/Tehran,GMT +3:00,3,Imam Khomeini International Airport,THR,IR,35.4164909,51.1447609161428,3261,OIIE
JUO,America/Bogota,GMT -5:00,-5,Jurado,JUO,CO,7.116667,-77.75,2184,SKJU
JUP,America/Los_Angeles,GMT -8:00,-8,Cable Heliport,CCB,US,34.1,-117.63333,0,
IKB,America/New_York,GMT -5:00,-5,Wilkes County,IKB,US,36.15,-81.15,1010,KUKF
JUT,America/Tegucigalpa,GMT -6:00,-6,Juticalpa,JUT,HN,14.673333,-86.29305,1314,MHJU
JUZ,Asia/Shanghai,GMT +8:00,8,Quzhou Airport,JUZ,CN,28.966667,118.833336,0,ZSJU
JVL,America/Chicago,GMT -6:00,-6,Rock County,JVL,US,42.683334,-89.01667,808,KJVL
IKI,Asia/Tokyo,GMT +9:00,9,Iki Airport,IKI,JP,33.749026,129.785263,32,RJDB
IKK,America/Chicago,GMT -6:00,-6,Greater Kankakee,IKK,US,41.38333,-88.25,501,KIKK
JWL,America/Chicago,GMT -6:00,-6,Woodlawns,HOU,US,30.150557,-95.47139,0,
IKP,Australia/Brisbane,GMT +10:00,10,Inkerman,IKP,AU,-16.25,141.5,82,YIKM
JXN,America/Detroit,GMT -5:00,-5,Reynolds Municipal,JXN,US,42.25889,-84.46139,1001,KJXN
IKS,Asia/Yakutsk,GMT +9:00,9,Tiksi Airport,IKS,RU,71.69780095,128.89743950213,26,UEST
IKT,Asia/Irkutsk,GMT +8:00,8,Irkutsk International Airport,IKT,RU,52.273308,104.35607,1594,UIII
IKU,Asia/Bishkek,GMT +6:00,6,Issyk-Kul International Airport,IKU,KG,42.58600115,76.7073207084651,5416,UCFL
JSR,Asia/Dhaka,GMT +6:00,6,Jessore Airport,JSR,BD,23.1831797,89.1611447,20,VGJR
JST,America/New_York,GMT -5:00,-5,Cambria County Airport,JST,US,40.31459165,-78.8335324922628,2284,KJST
KAC,Asia/Damascus,GMT +3:00,3,Kameshly Airport,KAC,SY,37.031025,41.20556,1480,OSKL
KAD,Africa/Lagos,GMT +1:00,1,Kaduna Airport,KAD,NG,10.595833,7.440278,2073,DNKA
KUZ,Asia/Seoul,GMT +9:00,9,Gunsan Airbase,KUZ,KR,37.716667,128.81667,0,
JTC,America/Sao_Paulo,GMT -3:00,-3,Bauru-Arealva Airport,JTC,BR,-22.15705835,-49.0751594378705,1962,SBAE
JUB,Africa/Juba,GMT +2:00,2,Juba International Airport,JUB,SS,4.873847,31.5987319112903,1513,HSSJ
JUI,Europe/Berlin,GMT +1:00,1,Juist,JUI,DE,53.6816569,7.0556541,7,EDWJ
JUL,America/Lima,GMT -5:00,-5,Juliaca Airport,JUL,PE,-15.4675198,-70.1571999330187,12552,SPJL
JUM,Asia/Kathmandu,GMT +5:00,5,Jumla,JUM,NP,29.274171,82.1923411641879,7700,VNJL
JWN,Asia/Tehran,GMT +3:00,3,Zanjan,JWN,IR,36.77180915,48.3654084686133,5382,OITZ
JYR,Asia/Tehran,GMT +3:00,3,Jiroft,JYR,IR,28.72371005,57.6747000164502,2663,OIKJ
JYV,Europe/Helsinki,GMT +2:00,2,Jyvaskyla Airport,JYV,FI,62.39910645,25.6752803913286,459,EFJY
JZH,Asia/Shanghai,GMT +8:00,8,Jiuzhai Huanglong Airport,JZH,CN,32.85278645,103.683189639619,11327,ZUJZ
KAA,Africa/Lusaka,GMT +2:00,2,Kasama Airport,KAA,ZM,-10.20950815,31.122332062766,4541,FLKS
ILB,America/Campo_Grande,GMT -4:00,-4,Ilha Solteira,ILB,BR,-20.333332,-51.333332,1056,
KAJ,Europe/Helsinki,GMT +2:00,2,Kajaani Airport,KAJ,FI,64.2834484,27.6784449,483,EFKI
KAM,Asia/Aden,GMT +3:00,3,Kamaran Island,KAM,YE,15.35,41.666668,51,OYKM
KAN,Africa/Lagos,GMT +1:00,1,Mallam Aminu Kano International Airport,KAN,NG,12.0468517,8.52132288937864,1562,DNKN
KAO,Europe/Helsinki,GMT +2:00,2,Kuusamo Airport,KAO,FI,65.9880455,29.2393817047978,866,EFKS
ILD,Europe/Madrid,GMT +1:00,1,Lleida-Alguaire Airport,ILD,ES,41.72779095,0.539126297113766,1122,LEDA
KAT,Pacific/Auckland,GMT +13:00,13,Kaitaia,KAT,NZ,-35.07105465,173.287155616273,270,NZKT
ILE,America/Chicago,GMT -6:00,-6,Municipal,ILE,US,31.08639,-97.68667,836,KILE
KAX,Australia/Perth,GMT +8:00,8,Kalbarri,KAX,AU,-27.866667,114.13333,157,YKBR
KAZ,Asia/Jayapura,GMT +9:00,9,Kau,KAZ,ID,1.166667,127.86667,27,WAMK
KBA,Africa/Freetown,GMT +0:00,0,Kabala,KBA,SL,9.333333,-12,1012,GFKB
KBH,Asia/Karachi,GMT +5:00,5,Kalat,KBH,PK,29.1333332,66.5166702,0,
KBL,Asia/Kabul,GMT +4:00,4,Kabul International Airport,KBL,AF,34.5666884,69.2065006519674,5877,OAKB
KBP,Europe/Kiev,GMT +2:00,2,Boryspil International Airport,IEV,UA,50.3401779,30.8915572979912,427,UKBB
KBI,Africa/Douala,GMT +1:00,1,Kribi,KBI,CM,2.95,9.916667,148,FKKB
KBR,Asia/Kuala_Lumpur,GMT +8:00,8,Sultan Ismail Petra Airport,KBR,MY,6.16665335,102.29385129118,16,WMKC
KBS,Africa/Freetown,GMT +0:00,0,Bo,KBS,SL,7.9453471,-11.7605964250741,328,GFBO
KBV,Asia/Bangkok,GMT +7:00,7,Krabi Airport,KBV,TH,8.0964079,98.9851238423173,82,VTSG
KBN,Africa/Lubumbashi,GMT +2:00,2,Kabinda,KBN,CD,-6.116667,24.533333,2766,FZWT
KCF,Asia/Karachi,GMT +5:00,5,Kadanwari,KCF,PK,27.2056908,69.1442075513744,248,OPKW
KCH,Asia/Kuching,GMT +8:00,8,Kuching International Airport,KCH,MY,1.48823985,110.351759758772,89,WBGG
KAS,Africa/Windhoek,GMT +2:00,2,Karasburg,KAS,NA,-28.0285536,18.7384885,3275,FYKB
KAU,Europe/Helsinki,GMT +2:00,2,Kauhava,KAU,FI,63.1197155,23.0561654,151,EFKA
ILG,America/New_York,GMT -5:00,-5,Greater Wilmington,ILG,US,39.678333,-75.6075,59,KILG
ILH,Europe/Berlin,GMT +1:00,1,Illis Airbase,ILH,DE,49.47,10.39,1062,ETIK
KBU,Asia/Makassar,GMT +8:00,8,Gusti Syamsir Alam Airport,KBU,ID,-3.333333,116.333336,4,WAOK
ILI,America/Anchorage,GMT -9:00,-9,Iliamna Airport,ILI,US,59.7560681,-154.911376869793,42,PAIL
ILK,Indian/Antananarivo,GMT +3:00,3,Ilaka,ILK,MG,-20.333332,47.166668,4586,FMMQ
KBX,Asia/Jayapura,GMT +9:00,9,Kambuaya,KBX,ID,-1,132.25,1422,WASU
ILL,America/Chicago,GMT -6:00,-6,Willmar,ILL,US,45.11607405,-95.0920158392014,1115,KBDH
KBZ,Pacific/Auckland,GMT +13:00,13,Kaikoura,KBZ,NZ,-42.416668,173.68333,20,NZKI
KCA,Asia/Shanghai,GMT +8:00,8,Kuqa Airport,KCA,CN,41.166668,83.7,3524,ZWKC
ILM,America/New_York,GMT -5:00,-5,Wilmington International Airport,ILM,US,34.26664065,-77.9099412573828,49,KILM
ILN,America/New_York,GMT -5:00,-5,Clinton Field,ILN,US,39.493057,-83.74083,1026,KILN
ILO,Asia/Manila,GMT +8:00,8,Mandurriao Airport,ILO,PH,10.7229603,122.5488757,26,RPVI
ILP,Pacific/Noumea,GMT +11:00,11,Ile Des Pins Airport,ILP,NC,-22.589722,167.4475,321,NWWE
ILQ,America/Lima,GMT -5:00,-5,Ilo,ILQ,PE,-17.6952578,-71.338809378432,65,SPLO
ILR,Africa/Lagos,GMT +1:00,1,Ilorin International Airport,ILR,NG,8.5,4.533333,1043,DNIL
ILS,America/El_Salvador,GMT -6:00,-6,Ilopango International Airport,ILS,SV,13.6995807,-89.1183354304395,2034,
ILU,Africa/Nairobi,GMT +3:00,3,Kilaguni,ILU,KE,-2.913064,38.0698869,2716,HKKL
ILX,Pacific/Port_Moresby,GMT +10:00,10,Ileg,ILX,PG,-5.48,145.83,42,
ILZ,Europe/Bratislava,GMT +1:00,1,Zilina,ILZ,SK,49.233334,18.766666,1827,LZZI
IMA,Pacific/Port_Moresby,GMT +10:00,10,Iamalele,IMA,PG,-9.466667,150.5,741,
IMD,Pacific/Port_Moresby,GMT +10:00,10,Imonda,IMD,PG,-3.433333,141.2,1141,AYIO
IMF,Asia/Kolkata,GMT +5:00,5,Imphal Municipal Airport,IMF,IN,24.76457,93.897064,2549,VEIM
IMG,Africa/Maputo,GMT +2:00,2,Inhaminga,IMG,MZ,-18.4092755,35.0044912692953,1049,
IML,America/Denver,GMT -7:00,-7,Imperial,IML,US,40.516666,-101.65,3254,KIML
IMM,America/New_York,GMT -5:00,-5,Immokalee,IMM,US,26.4263713,-81.4039230475327,65,KIMM
IMO,Africa/Bangui,GMT +1:00,1,Zemio,IMO,CF,5.00275095,25.1016170028798,1938,FEFZ
IMP,America/Fortaleza,GMT -3:00,-3,Imperatriz Airport,IMP,BR,-5.5301267,-47.4580080709717,390,SBIZ
KCK,Asia/Irkutsk,GMT +8:00,8,Kirensk Airport,KCK,RU,57.77171985,108.060923452121,840,UIKK
KCM,Europe/Istanbul,GMT +3:00,3,Kahramanmaras Airport,KCM,TR,37.534443,36.950558,1723,LTCN
KCO,Europe/Istanbul,GMT +3:00,3,Cengiz Topel Airport,KCO,TR,40.75,29.833332,182,LTBQ
KCP,Europe/Kiev,GMT +2:00,2,Kamenets-podolskiy,KCP,UA,48.683334,26.616667,0,
KCU,Africa/Kampala,GMT +3:00,3,Masindi,KCU,UG,1.683333,31.716667,3850,HUMI
KCZ,Asia/Tokyo,GMT +9:00,9,Kochi Ryoma Airport,KCZ,JP,33.54634005,133.671048696524,42,RJOK
ALO,America/Chicago,GMT -6:00,-6,Waterloo Airport,ALO,US,42.55611,-92.39972,872,KALO
IMT,America/Menominee,GMT -6:00,-6,Ford Airport,IMT,US,45.8213995,-88.1131141618847,1233,KIMT
KDH,Asia/Kabul,GMT +4:00,4,Kandahar Airport,KDH,AF,31.50583955,65.8421901219367,3337,OAKN
KDM,Indian/Maldives,GMT +5:00,5,Kaadedhdhoo,KDM,MV,0.4881,72.9969,2,VRMT
INA,Europe/Moscow,GMT +3:00,3,Inta Airport,INA,RU,66.0555323,60.1128876694226,137,UUYI
KDX,Africa/Khartoum,GMT +2:00,2,Kadugli,KDX,SD,11.1379995,29.7010994,1848,HSLI
KDN,Africa/Libreville,GMT +1:00,1,Ndende,KDN,GA,-2.5,11.166667,417,FOGE
INB,America/Belize,GMT -6:00,-6,Independence,INB,BZ,17.547222,-88.3,19,MZSV
KED,Africa/Nouakchott,GMT +0:00,0,Kaedi,KED,MR,16.16018205,-13.5067802935559,75,GQNK
KEF,Atlantic/Reykjavik,GMT +0:00,0,Keflavik International Airport,REK,IS,63.98486065,-22.6265981877032,171,BIKF
KDR,Pacific/Port_Moresby,GMT +10:00,10,Kandrian,KDR,PG,41.61667,25.333332,280,AYKC
KEH,America/Los_Angeles,GMT -8:00,-8,Kenmore Air Harbor,KEH,US,47.75719295,-122.257787151981,14,S60
KDT,Asia/Bangkok,GMT +7:00,7,Kamphangsaen,KDT,TH,14.1,99.916664,30,VTBK
KDU,Asia/Karachi,GMT +5:00,5,Skardu Airport,KDU,PK,35.3,75.73333,7316,OPSD
KEJ,Asia/Novokuznetsk,GMT +7:00,7,Kemerovo Airport,KEJ,RU,55.27376325,86.1117573573042,863,UNEE
KEL,Europe/Berlin,GMT +1:00,1,Kiel-Holtenau,KEL,DE,54.37953465,10.1447190600494,102,EDHK
KDY,Asia/Colombo,GMT +5:00,5,Mahaweli,KDY,LK,7.466667,80.51667,925,UEMH
KDZ,Asia/Colombo,GMT +5:00,5,Polgolla Reservoir Airport,KDZ,LK,7.330555,80.64167,1473,
KEM,Europe/Helsinki,GMT +2:00,2,Kemi/Tornio Airport,KEM,FI,65.78208085,24.5818780905027,61,EFKE
KDA,Africa/Dakar,GMT +0:00,0,Kolda,KDA,SN,12.8989844,-14.9673666362562,33,GODK
KEC,Africa/Lubumbashi,GMT +2:00,2,Kasenga,KEC,CD,-10.333333,28.75,3146,FZQG
KDC,Africa/Porto-Novo,GMT +1:00,1,Kandi,KDC,BJ,11.1447651,2.94001724452295,951,DBBK
KDD,Asia/Karachi,GMT +5:00,5,Khuzdar,KDD,PK,27.79291495,66.6422633661027,4012,OPKH
KDL,Europe/Tallinn,GMT +2:00,2,Kardla Airport,KDL,EE,58.9883153,22.8337881640135,18,EEKA
KDO,Indian/Maldives,GMT +5:00,5,Kadhdhoo,KDO,MV,1.8604839,73.5207847265775,4,VRMK
KEN,Africa/Freetown,GMT +0:00,0,Kenema,KEN,SL,7.89635595,-11.1740053970716,485,GFKE
INC,Asia/Shanghai,GMT +8:00,8,Yinchuan Hedong International Airport,INC,CN,38.3211525,106.388616545139,3766,ZLIC
IND,America/Indiana/Indianapolis,GMT -5:00,-5,Indianapolis International Airport,IND,US,39.7162533,-86.2950838853998,797,KIND
INE,Africa/Maputo,GMT +2:00,2,Chinde,INE,MZ,-18.616667,36.4,42,
ING,America/Argentina/Rio_Gallegos,GMT -3:00,-3,Lago Argentino,ING,AR,-50.583332,-72.666664,2506,
INH,Africa/Maputo,GMT +2:00,2,Inhambane Airport,INH,MZ,-23.874443,35.408333,55,FQIN
INI,Europe/Belgrade,GMT +1:00,1,Nis Constantine the Great Airport,INI,RS,43.336109,21.8573348861723,613,LYNI
INJ,Australia/Brisbane,GMT +10:00,10,Injune,INJ,AU,-25.8526452,148.5518976,1269,YINJ
INK,America/Chicago,GMT -6:00,-6,Wink,INK,US,31.75,-103.15,2772,KINK
INL,America/Chicago,GMT -6:00,-6,Falls International Airport,INL,US,48.5661049,-93.4040763804481,1164,KINL
INN,Europe/Vienna,GMT +1:00,1,Innsbruck Airport,INN,AT,47.2597258,11.341870475,1873,LOWI
INO,Africa/Kinshasa,GMT +1:00,1,Inongo,INO,CD,-1.94713965,18.2827694764356,1013,FZBA
INQ,Europe/Dublin,GMT +0:00,0,Inisheer,INQ,IE,53.033333,-9.433333,0,EIIR
INT,America/New_York,GMT -5:00,-5,Smith-Reynolds Airport,INT,US,36.1347765,-80.2248745974678,948,KINT
INU,Pacific/Nauru,GMT +12:00,12,Nauru International,INU,NR,-0.54887245,166.92074283911,42,ANYN
INV,Europe/London,GMT +0:00,0,Inverness Airport,INV,GB,57.539345,-4.063738,29,EGPE
INW,America/Phoenix,GMT -7:00,-7,Winslow-Lindbergh,INW,US,35.024166,-110.725,4891,KINW
KEO,Africa/Abidjan,GMT +0:00,0,Odienne,KEO,CI,9.49,-7.570833,1365,DIOD
KEP,Asia/Kathmandu,GMT +5:00,5,Nepalganj Airport,KEP,NP,28.1325,81.576385,540,VNNG
KEQ,Asia/Jayapura,GMT +9:00,9,Kebar,KEQ,ID,-5.833333,134.83333,2050,WASE
KER,Asia/Tehran,GMT +3:00,3,Kerman Airport,KER,IR,30.258778,56.96192,5741,OIKK
KEV,Europe/Helsinki,GMT +2:00,2,Halli,KEV,FI,61.583332,24.75,479,EFHA
KEY,Africa/Nairobi,GMT +3:00,3,Kericho,KEY,KE,-0.366667,35.283333,6446,HKKR
KEZ,Asia/Colombo,GMT +5:00,5,Kelaniya River,KEZ,LK,6.983333,79.916664,0,
KGY,Australia/Brisbane,GMT +10:00,10,Kingaroy,KGY,AU,-26.5773206,151.8402221,1492,YKRY
KGA,Africa/Lubumbashi,GMT +2:00,2,Kananga,KGA,CD,-5.9,22.416668,2139,FZUA
KHC,Europe/Simferopol,GMT +3:00,3,Kerch,KHC,UA,45.3715154,36.4035161230341,171,UKFK
INX,Asia/Jayapura,GMT +9:00,9,Inanwatan,INX,ID,-2.166667,132.23334,82,WASI
INZ,Africa/Algiers,GMT +1:00,1,In Salah Airport,INZ,DZ,27.2506922,2.51050942193402,872,DAUI
IOA,Europe/Athens,GMT +2:00,2,Ioannina Airport,IOA,GR,39.6978416,20.8202934358681,1555,LGIO
IOK,Pacific/Port_Moresby,GMT +10:00,10,Iokea,IOK,PG,-8.4,146.26666,0,
IOM,Europe/Isle_of_Man,GMT +0:00,0,Isle of Man Airport,IOM,IM,54.0827808,-4.62692580463046,59,EGNS
KGN,Africa/Kinshasa,GMT +1:00,1,Kasongo Lunda,KGN,CD,-6.583333,16.816668,0,
ION,Africa/Brazzaville,GMT +1:00,1,Impfondo,ION,CG,1.59018215,18.0509212409578,1010,FCOI
KGP,Asia/Yekaterinburg,GMT +5:00,5,Kogalym International Airport,KGP,RU,62.19583,74.53361,220,USRK
IOP,Pacific/Port_Moresby,GMT +10:00,10,Ioma,IOP,PG,-8.35,147.75,285,
IOR,Europe/Dublin,GMT +0:00,0,Kilronan,IOR,IE,53.11667,-9.75,0,EIIM
IOS,America/Bahia,GMT -3:00,-3,Ilheus/Bahia-Jorge Amado Airport,IOS,BR,-14.813889,-39.03,13,SBIL
IOU,Pacific/Noumea,GMT +11:00,11,Ile Ouen,IOU,NC,-22.463888,166.78305,0,
IOW,America/Chicago,GMT -6:00,-6,Iowa City,IOW,US,41.666668,-91.53333,718,KIOW
IPC,Pacific/Easter,GMT -5:00,-5,Mataveri International Airport,IPC,CL,-27.116667,-109.36667,757,SCIP
IPE,Asia/Manila,GMT +8:00,8,Ipil,IPE,PH,7.785657,122.601401947372,78,RPMV
IPG,America/Manaus,GMT -4:00,-4,Ipiranga,IPG,BR,-3.216667,-65.95,265,SWII
KHA,Asia/Tehran,GMT +3:00,3,Khaneh,KHA,IR,36.733334,45.15,4804,OITH
IPH,Asia/Kuala_Lumpur,GMT +8:00,8,Ipoh Airport,IPH,MY,4.56661635,101.090429776413,98,WMKI
IPI,America/Bogota,GMT -5:00,-5,San Luis Airport,IPI,CO,0.866389,-77.71167,9763,SKIP
KHE,Europe/Kiev,GMT +2:00,2,Kherson International Airport,KHE,UA,46.675278,32.627777,148,UKOH
KHG,Asia/Shanghai,GMT +8:00,8,Kashi Airport,KHG,CN,39.534973,76.01107,4529,ZWSH
KFS,Europe/Istanbul,GMT +3:00,3,Kastamonu Airport,KFS,TR,41.31418595,33.797439300409,3520,LTAL
KGD,Europe/Kaliningrad,GMT +2:00,2,Khrabrovo Airport,KGD,RU,54.88969255,20.587720767928,42,UMKK
KGF,Asia/Almaty,GMT +6:00,6,Karaganda Airport,KGF,KZ,49.67500345,73.3383690706546,1765,UAKK
KGG,Africa/Dakar,GMT +0:00,0,Kedougou,KGG,SN,12.5723579,-12.2200417999976,584,GOTK
KGI,Australia/Perth,GMT +8:00,8,Kalgoorlie Airport,KGI,AU,-30.78775205,121.455663530873,1203,YPKG
KGJ,Africa/Blantyre,GMT +2:00,2,Karonga,KGJ,MW,-9.95328455,33.8931579732538,1765,FWKA
KGL,Africa/Kigali,GMT +2:00,2,Kigali International Airport,KGL,RW,-1.96827605,30.1375843083376,4859,HRYR
KGO,Europe/Kiev,GMT +2:00,2,Kirovograd,KGO,UA,48.5427829,32.2834000095454,568,UKKG
KGS,Europe/Athens,GMT +2:00,2,Kos Airport,KGS,GR,36.79545565,27.0884900703441,412,LGKO
KHD,Asia/Tehran,GMT +3:00,3,Khorramabad,KHD,IR,33.4381825,48.2857812756007,3782,OICK
KHH,Asia/Taipei,GMT +8:00,8,Kaohsiung International Airport,KHH,TW,22.5750247,120.351861865104,31,RCKH
KHI,Asia/Karachi,GMT +5:00,5,Jinnah International Airport,KHI,PK,24.9014311,67.159347896664,100,OPKC
KHJ,Europe/Helsinki,GMT +2:00,2,Kauhajoki,KHJ,FI,62.4641745,22.3924001,407,EFKJ
KHK,Asia/Tehran,GMT +3:00,3,Khark Island,KHK,IR,29.261031,50.3216255712554,17,OIBQ
KHM,Asia/Rangoon,GMT +6:00,6,Khamti,KHM,MM,25.98555425,95.672154871584,6000,VYKI
KHN,Asia/Shanghai,GMT +8:00,8,Nanchang Changbei International Airport,KHN,CN,28.8616845,115.908232779136,143,ZSCN
IPN,America/Sao_Paulo,GMT -3:00,-3,Usiminas Airport,IPN,BR,-19.5,-42.533333,725,SBIP
IPT,America/New_York,GMT -5:00,-5,Lycoming County Airport,IPT,US,41.24135285,-76.9198056293258,515,KIPT
IPU,America/Bahia,GMT -3:00,-3,Ipiau,IPU,BR,-14.133333,-39.733334,410,SNIU
IPW,Europe/London,GMT +0:00,0,Ipswich,IPW,GB,52.066666,1.166667,147,
KHR,Asia/Ulaanbaatar,GMT +8:00,8,Kharkhorin,KHR,MN,46.783333,102.85,4759,ZMHH
KHU,Europe/Kiev,GMT +2:00,2,Kremenchug,KHU,UA,49.1294423,33.4794241577283,266,UKHK
KHT,Asia/Kabul,GMT +4:00,4,Khost,KHT,AF,35,72,3756,
IPZ,America/Costa_Rica,GMT -6:00,-6,San Isidro de El General Airport,IPZ,CR,9.348611,-83.7125,2486,MRSI
